Date,HomeTeam,AwayTeam,FormH,FormA,PositionH,PositionA,HSPG,ASPG,HSTPG,ASTPG,B365H,B365D,B365A,FTR
20/11/10,Birmingham,Chelsea,average,average,10,1,9.84,17.65,5.65,9.76,5,3.6,1.73,H
20/11/10,Blackpool,Wolves,average,poor,21,15,12.0,9.65,5.69,5.37,2.5,3.3,2.88,H
20/11/10,Bolton,Newcastle,good,average,13,19,12.08,11.46,6.59,6.69,2.1,3.3,3.6,H
20/11/10,Liverpool,West Ham,average,average,7,16,13.18,12.04,7.24,6.53,1.57,3.8,6.5,H
20/11/10,Man United,Wigan,good,average,2,14,15.69,13.25,8.73,7.08,1.22,6,15,H
20/11/10,West Brom,Stoke,poor,good,20,11,12.46,9.67,6.08,4.84,2.2,3.2,3.5,A
21/11/10,Blackburn,Aston Villa,good,good,10,7,10.8,11.53,5.78,6.31,2.3,3.25,3.25,H
21/11/10,Fulham,Man City,average,good,13,5,10.49,11.86,5.63,6.71,3.2,3.1,2.4,A
22/11/10,Sunderland,Everton,good,average,10,7,10.53,13.76,5.49,8.16,2.6,3.2,2.8,D
27/11/10,Aston Villa,Arsenal,average,good,6,3,11.62,15.15,6.4,8.92,3.4,3.3,2.2,A
27/11/10,Bolton,Blackpool,good,average,11,18,12.19,12.07,6.63,5.93,1.57,4.2,5.5,D
27/11/10,Everton,West Brom,average,poor,7,20,13.69,12.64,8.15,6.21,1.57,3.8,6.5,A
27/11/10,Fulham,Birmingham,poor,average,12,9,10.46,9.67,5.58,5.56,2,3.3,4,D
27/11/10,Man United,Blackburn,good,good,2,8,15.71,10.87,8.79,5.77,1.25,5.5,13,H
27/11/10,Stoke,Man City,good,good,10,4,9.6,11.85,4.83,6.73,3.4,3.25,2.2,D
27/11/10,West Ham,Wigan,average,average,16,14,11.92,13.19,6.42,7.02,2,3.5,3.75,H
27/11/10,Wolves,Sunderland,poor,good,15,11,9.83,10.58,5.46,5.54,2.6,3.2,2.8,H
28/11/10,Newcastle,Chelsea,poor,average,19,2,11.07,17.77,6.29,9.75,5,3.6,1.73,D
28/11/10,Tottenham,Liverpool,good,average,5,6,15.56,13.29,9.13,7.31,2,3.4,3.8,H
4/12/2010,Arsenal,Fulham,good,average,3,13,15.19,10.47,8.94,5.6,1.29,5.25,12,H
4/12/2010,Birmingham,Tottenham,good,good,10,4,9.62,15.64,5.51,9.21,3.5,3.4,2.1,D
4/12/2010,Blackburn,Wolves,average,average,9,14,10.72,9.91,5.7,5.51,1.73,3.6,5,H
4/12/2010,Chelsea,Everton,poor,poor,2,8,17.75,13.66,9.81,8.08,1.36,4.75,9,D
4/12/2010,Man City,Bolton,good,good,4,12,11.79,12.42,6.68,6.77,1.53,4,6.5,H
4/12/2010,Wigan,Stoke,average,good,13,9,13.13,9.72,7.08,4.91,2.75,3.2,2.63,D
5/12/2010,Sunderland,West Ham,average,average,9,14,10.66,11.98,5.6,6.47,1.83,3.5,4.5,H
5/12/2010,West Brom,Newcastle,average,average,17,17,12.27,10.67,6.0,6.07,2.25,3.3,3.25,H
6/12/2010,Liverpool,Aston Villa,average,poor,4,5,13.26,11.51,7.32,6.36,1.62,3.75,6,H
11/12/2010,Aston Villa,West Brom,poor,good,5,17,11.39,12.75,6.28,6.38,2.1,3.3,3.6,H
11/12/2010,Everton,Wigan,average,poor,6,12,13.7,13.17,8.06,7.09,1.4,4.5,9,D
11/12/2010,Fulham,Sunderland,poor,average,11,9,10.48,10.78,5.63,5.72,2.2,3.25,3.4,D
11/12/2010,Newcastle,Liverpool,poor,good,16,4,10.69,13.24,6.13,7.31,3.8,3.4,2,H
11/12/2010,Stoke,Blackpool,good,good,8,16,9.74,12.33,4.94,6.2,1.62,4,5.5,A
11/12/2010,West Ham,Man City,average,good,12,3,11.91,11.93,6.39,6.74,4.5,3.6,1.8,A
12/12/2010,Bolton,Blackburn,average,good,10,8,12.31,10.7,6.69,5.72,2,3.3,4,H
12/12/2010,Tottenham,Chelsea,good,average,4,1,15.54,17.65,9.13,9.72,2.8,3.25,2.6,D
12/12/2010,Wolves,Birmingham,average,good,14,10,9.91,9.69,5.54,5.5,2.4,3.25,3,H
13/12/10,Man United,Arsenal,good,good,2,3,15.7,15.19,8.83,8.94,2,3.4,3.8,H
18/12/10,Blackburn,West Ham,average,average,9,15,10.8,11.93,5.82,6.33,1.8,3.6,4.5,D
18/12/10,Sunderland,Bolton,average,average,10,11,10.78,12.31,5.65,6.69,2.2,3.2,3.5,H
20/12/10,Man City,Everton,good,average,4,8,11.93,13.75,6.75,8.05,1.73,3.6,5,A
26/12/10,Aston Villa,Tottenham,average,good,7,5,11.29,15.44,6.22,9.02,3.2,3.3,2.3,A
26/12/10,Blackburn,Stoke,average,average,9,11,10.84,9.85,5.8,4.95,2.3,3.2,3.2,A
26/12/10,Bolton,West Brom,average,good,12,19,12.3,12.65,6.71,6.24,2.1,3.25,3.75,H
26/12/10,Fulham,West Ham,average,poor,12,15,10.55,11.91,5.76,6.27,1.91,3.4,4.2,A
26/12/10,Man United,Sunderland,good,good,1,10,15.67,10.82,8.85,5.64,1.29,5.5,11,H
26/12/10,Newcastle,Man City,average,good,18,5,10.53,12.16,6.06,6.89,3.25,3.25,2.25,A
26/12/10,Wolves,Wigan,good,average,13,14,9.98,13.02,5.6,7.04,2.1,3.3,3.6,A
27/12/10,Arsenal,Chelsea,good,average,3,2,15.11,17.56,8.89,9.67,2.63,3.2,2.75,H
28/12/10,Birmingham,Man United,average,good,11,1,9.56,15.64,5.4,8.87,6.5,4.33,1.5,D
28/12/10,Man City,Aston Villa,good,average,4,7,12.11,11.55,6.88,6.38,1.44,4.2,8,H
28/12/10,Stoke,Fulham,average,poor,10,13,9.88,10.59,5.02,5.77,1.83,3.4,4.75,A
28/12/10,Sunderland,Blackpool,average,good,10,19,10.74,12.19,5.58,6.13,1.62,3.75,6,A
28/12/10,Tottenham,Newcastle,good,average,5,20,15.39,11.06,9.0,6.28,1.53,4,6.5,H
28/12/10,West Brom,Blackburn,average,poor,20,9,12.78,10.86,6.39,5.84,1.83,3.5,4.5,A
28/12/10,West Ham,Everton,average,good,16,8,11.88,13.57,6.28,7.96,3.4,3.2,2.25,D
29/12/10,Chelsea,Bolton,average,good,2,12,17.43,12.3,9.57,6.74,1.29,5.5,11,H
29/12/10,Liverpool,Wolves,average,average,6,15,13.29,9.95,7.31,5.57,1.33,5,10,A
29/12/10,Wigan,Arsenal,good,good,15,3,13.02,15.02,7.05,8.88,6.5,4.2,1.5,D
1/1/2011,Birmingham,Arsenal,average,average,11,3,9.54,15.02,5.36,8.88,5.5,3.6,1.67,A
1/1/2011,Liverpool,Bolton,average,average,6,12,13.21,12.19,7.27,6.66,1.7,3.75,5,H
1/1/2011,Man City,Blackpool,good,good,4,18,12.09,12.0,6.9,6.0,1.29,5.5,10,H
1/1/2011,Stoke,Everton,average,good,10,8,9.95,13.56,5.07,7.91,2.63,3.2,2.75,H
1/1/2011,Sunderland,Blackburn,average,average,11,9,11.1,10.78,5.76,5.81,1.83,3.5,4.5,H
1/1/2011,Tottenham,Fulham,good,average,5,13,15.35,10.47,8.98,5.72,1.4,4.5,8.5,H
1/1/2011,West Brom,Man United,poor,good,19,1,13.21,15.54,6.63,8.79,6,4.2,1.53,A
1/1/2011,West Ham,Wolves,good,good,15,14,11.86,9.89,6.21,5.53,2,3.4,3.8,H
2/1/2011,Chelsea,Aston Villa,average,average,2,7,17.33,11.51,9.53,6.33,1.25,5.5,13,D
2/1/2011,Wigan,Newcastle,good,average,14,19,12.91,11.11,7.02,6.37,2.5,3.2,2.9,A
4/1/2011,Blackpool,Birmingham,good,poor,18,11,11.78,9.4,6.0,5.28,2.3,3.25,3.25,A
4/1/2011,Fulham,West Brom,average,poor,13,19,10.5,13.4,5.69,6.7,2.2,3.25,3.4,H
4/1/2011,Man United,Stoke,good,good,1,10,15.35,9.9,8.68,5.03,1.25,5.75,12,H
5/1/2011,Arsenal,Man City,good,good,3,4,15.07,12.14,8.91,6.85,1.91,3.6,4,D
5/1/2011,Aston Villa,Sunderland,poor,average,7,10,11.59,11.14,6.4,5.78,2.2,3.25,3.4,A
5/1/2011,Blackburn,Liverpool,average,average,10,6,10.78,13.26,5.76,7.26,3.4,3.25,2.2,H
5/1/2011,Bolton,Wigan,average,average,13,14,12.15,12.84,6.61,6.97,1.73,3.6,5,D
5/1/2011,Everton,Tottenham,average,good,8,5,13.59,15.31,7.95,8.98,2.63,3.25,2.75,H
5/1/2011,Newcastle,West Ham,average,good,20,17,11.2,11.85,6.3,6.2,1.83,3.6,4.33,H
5/1/2011,Wolves,Chelsea,average,average,16,2,9.98,17.29,5.6,9.53,8,4.2,1.44,H
12/1/2011,Blackpool,Liverpool,average,average,20,6,12.16,13.26,6.37,7.29,3.8,3.75,1.91,H
15/01/11,Chelsea,Blackburn,average,good,2,9,17.29,10.77,9.51,5.73,1.29,5.5,11,H
15/01/11,Man City,Wolves,good,good,4,15,12.02,9.86,6.73,5.54,1.33,5,10,H
15/01/11,Stoke,Bolton,average,poor,11,13,9.81,12.18,4.97,6.62,2.1,3.25,3.75,H
15/01/11,West Brom,Blackpool,poor,average,19,18,13.33,12.2,6.57,6.5,1.8,3.6,4.5,H
15/01/11,West Ham,Arsenal,average,good,16,3,11.87,15.03,6.2,8.9,6,4,1.57,A
15/01/11,Wigan,Fulham,average,good,15,13,12.8,10.53,6.97,5.69,2.5,3.25,2.88,D
16/01/11,Birmingham,Aston Villa,average,poor,11,8,9.43,11.53,5.31,6.32,2.4,3.2,3.1,D
16/01/11,Liverpool,Everton,average,average,6,7,13.2,13.68,7.27,8.02,2.2,3.2,3.5,D
16/01/11,Sunderland,Newcastle,good,good,10,17,11.13,11.19,5.77,6.33,2.2,3.25,3.4,D
16/01/11,Tottenham,Man United,good,good,5,1,15.27,15.4,8.92,8.66,2.88,3.3,2.5,D
22/01/11,Arsenal,Wigan,good,average,3,14,15.1,12.72,8.97,6.93,1.2,6.5,15,H
22/01/11,Aston Villa,Man City,average,good,8,4,11.55,12.07,6.27,6.82,3.5,3.4,2.1,H
22/01/11,Blackpool,Sunderland,average,good,17,8,12.05,11.11,6.29,5.79,2.5,3.25,2.88,A
22/01/11,Everton,West Ham,average,average,7,15,13.62,11.79,7.97,6.2,1.5,4,7.5,D
22/01/11,Fulham,Stoke,average,good,12,10,10.58,9.85,5.68,4.97,2.2,3.2,3.5,H
22/01/11,Man United,Birmingham,good,average,1,11,15.25,9.51,8.58,5.29,1.2,6.5,15,H
22/01/11,Newcastle,Tottenham,good,average,18,5,11.09,15.28,6.14,8.87,3.5,3.4,2.1,D
22/01/11,Wolves,Liverpool,average,poor,14,6,9.87,13.3,5.57,7.38,3.4,3.2,2.25,A
23/01/11,Blackburn,West Brom,average,average,10,20,10.64,13.55,5.67,6.77,2.25,3.3,3.25,H
24/01/11,Bolton,Chelsea,poor,average,13,2,12.2,17.45,6.61,9.53,6,3.75,1.62,A
25/01/11,Blackpool,Man United,average,good,18,1,12.09,15.38,6.32,8.58,8,5,1.36,A
25/01/11,Wigan,Aston Villa,average,average,15,7,12.56,11.52,6.84,6.3,3.2,3.25,2.3,A
26/01/11,Liverpool,Fulham,average,good,6,11,13.33,10.57,7.43,5.7,1.53,3.8,7,H
1/2/2011,Arsenal,Everton,good,good,3,8,15.23,13.57,9.07,7.93,1.4,4.5,8.5,H
1/2/2011,Man United,Aston Villa,good,good,1,7,15.41,11.52,8.66,6.35,1.33,5,9.5,H
1/2/2011,Sunderland,Chelsea,good,good,9,2,11.11,17.39,5.79,9.56,5.5,3.6,1.67,A
1/2/2011,West Brom,Wigan,average,poor,19,15,14.0,12.66,7.35,6.85,1.73,3.6,5,D
2/2/2011,Birmingham,Man City,average,average,11,4,9.45,12.26,5.22,6.94,4.5,3.5,1.83,D
2/2/2011,Blackburn,Tottenham,good,average,9,5,10.74,15.26,5.77,8.87,3.25,3.4,2.2,A
2/2/2011,Blackpool,West Ham,poor,poor,17,15,11.83,11.81,6.22,6.18,2.38,3.3,3,A
2/2/2011,Bolton,Wolves,poor,average,13,14,12.18,9.89,6.63,5.54,1.83,3.5,4.5,H
2/2/2011,Fulham,Newcastle,average,good,12,14,10.6,11.17,5.74,6.13,2.1,3.3,3.6,H
2/2/2011,Liverpool,Stoke,good,average,6,10,13.29,9.84,7.42,4.9,1.62,3.75,6,H
5/2/2011,Aston Villa,Fulham,good,good,7,11,11.48,10.6,6.33,5.79,1.91,3.4,4.2,D
5/2/2011,Everton,Blackpool,average,poor,8,16,13.42,11.88,7.87,6.29,1.44,4.5,7,H
5/2/2011,Man City,West Brom,average,average,4,17,12.25,14.29,6.97,7.46,1.4,4.5,8.5,H
5/2/2011,Newcastle,Arsenal,average,good,15,3,10.88,15.29,6.0,9.08,5,4,1.67,D
5/2/2011,Stoke,Sunderland,average,average,10,9,9.77,11.0,4.84,5.75,2.1,3.2,3.75,H
5/2/2011,Tottenham,Bolton,good,average,5,13,15.11,12.19,8.81,6.65,1.57,4,6,H
5/2/2011,Wigan,Blackburn,poor,average,14,9,12.63,10.84,6.86,5.83,2.5,3.25,2.9,H
5/2/2011,Wolves,Man United,poor,good,15,1,9.9,15.45,5.53,8.69,8.5,4.5,1.4,H
6/2/2011,Chelsea,Liverpool,good,good,2,6,17.45,13.29,9.63,7.44,1.62,4,5.5,A
6/2/2011,West Ham,Birmingham,average,average,15,12,11.81,9.52,6.24,5.25,2,3.5,3.75,A
12/2/2011,Arsenal,Wolves,good,average,3,14,15.25,9.84,9.1,5.52,1.22,6,15,H
12/2/2011,Birmingham,Stoke,average,average,11,10,9.52,9.9,5.21,4.9,2.5,3.2,2.9,H
12/2/2011,Blackburn,Newcastle,average,average,9,15,10.81,11.08,5.81,6.08,2.1,3.4,3.5,D
12/2/2011,Blackpool,Aston Villa,poor,average,18,7,11.84,11.45,6.32,6.31,3.25,3.4,2.2,D
12/2/2011,Liverpool,Wigan,good,average,6,14,13.19,12.61,7.39,6.86,1.36,4.75,9,D
12/2/2011,Man United,Man City,good,average,1,4,15.43,12.27,8.67,7.0,1.73,3.6,5,H
12/2/2011,Sunderland,Tottenham,average,good,10,5,11.0,15.08,5.77,8.78,2.75,3.25,2.6,A
12/2/2011,West Brom,West Ham,poor,average,21,16,14.4,11.88,7.52,6.28,1.91,3.6,4,D
13/02/11,Bolton,Everton,average,average,13,8,12.13,13.57,6.59,8.0,2.75,3.25,2.6,H
14/02/11,Fulham,Chelsea,average,good,12,2,10.64,17.4,5.84,9.54,5,3.6,1.73,D
15/02/11,Birmingham,Newcastle,good,average,11,17,9.52,11.12,5.19,6.08,2.6,3.2,2.8,A
20/02/11,West Brom,Wolves,average,average,21,15,14.42,9.72,7.65,5.44,1.85,3.4,4.5,D
22/02/11,Blackpool,Tottenham,poor,good,18,4,11.92,15.02,6.27,8.72,4,3.6,1.91,H
23/02/11,Arsenal,Stoke,good,average,3,11,15.28,9.98,9.08,4.91,1.3,5.25,10,H
26/02/11,Aston Villa,Blackburn,average,poor,6,8,11.38,10.71,6.28,5.72,1.73,3.6,5,H
26/02/11,Everton,Sunderland,average,poor,7,9,13.5,11.08,7.94,5.83,1.73,3.6,5,H
26/02/11,Newcastle,Bolton,good,good,15,12,11.07,12.11,6.11,6.57,2.1,3.25,3.75,D
26/02/11,Wigan,Man United,good,good,13,1,12.54,15.36,6.78,8.63,6.5,4,1.53,A
26/02/11,Wolves,Blackpool,average,average,13,16,9.66,11.78,5.38,6.19,1.83,3.6,4.33,H
27/02/11,Man City,Fulham,average,good,4,11,12.28,10.66,7.02,5.88,1.5,4,7.5,D
27/02/11,West Ham,Liverpool,average,good,14,4,11.97,13.18,6.35,7.35,3.4,3.3,2.2,H
28/02/11,Stoke,West Brom,average,average,9,17,9.94,14.59,4.89,7.78,1.91,3.4,4.2,D
1/3/2011,Chelsea,Man United,average,good,2,1,17.48,15.34,9.53,8.63,2.2,3.2,3.6,H
5/3/2011,Arsenal,Sunderland,good,poor,3,9,15.18,11.09,9.0,5.85,1.44,4.33,7.5,D
5/3/2011,Birmingham,West Brom,good,average,10,18,9.55,14.64,5.19,7.89,2.38,3.2,3.1,A
5/3/2011,Bolton,Aston Villa,average,good,12,6,12.18,11.47,6.62,6.33,2.25,3.4,3.2,H
5/3/2011,Fulham,Blackburn,average,poor,12,8,10.67,10.62,5.86,5.67,1.73,3.6,5,H
5/3/2011,Man City,Wigan,average,average,4,13,12.3,12.5,6.97,6.74,1.36,4.75,9,H
5/3/2011,Newcastle,Everton,good,good,15,8,11.14,13.55,6.11,7.95,2.6,3.2,2.8,A
5/3/2011,West Ham,Stoke,average,poor,13,9,12.05,9.88,6.42,4.86,2.25,3.3,3.25,H
6/3/2011,Liverpool,Man United,average,good,6,1,13.17,15.29,7.36,8.61,2.8,3.2,2.6,H
6/3/2011,Wolves,Tottenham,average,good,12,5,9.74,15.17,5.47,8.74,3,3.3,2.38,D
7/3/2011,Blackpool,Chelsea,average,average,16,2,11.43,17.48,6.0,9.55,10,5.5,1.3,A
9/3/2011,Everton,Birmingham,good,average,7,10,13.55,9.54,7.95,5.17,1.53,4,6.5,D
19/03/11,Aston Villa,Wolves,average,good,8,12,11.45,9.79,6.33,5.45,1.83,3.5,4.5,A
19/03/11,Blackburn,Blackpool,poor,average,9,16,10.64,11.52,5.72,5.97,1.8,3.6,4.5,D
19/03/11,Everton,Fulham,good,good,7,11,13.6,10.73,8.0,5.94,2,3.25,4,H
19/03/11,Man United,Bolton,average,good,1,12,15.24,12.22,8.58,6.66,1.36,4.75,9,H
19/03/11,Stoke,Newcastle,poor,average,11,16,9.84,11.1,4.87,6.17,2.2,3.25,3.4,H
19/03/11,Tottenham,West Ham,average,good,5,15,15.17,12.09,8.76,6.48,1.57,4,6,D
19/03/11,West Brom,Arsenal,good,good,19,3,14.45,15.17,7.79,8.97,5,3.6,1.73,D
19/03/11,Wigan,Birmingham,poor,poor,16,12,12.49,9.47,6.72,5.14,2.1,3.3,3.6,H
20/03/11,Chelsea,Man City,good,average,2,4,17.48,12.22,9.58,6.91,1.62,3.75,6,H
20/03/11,Sunderland,Liverpool,poor,average,11,6,11.01,13.22,5.81,7.4,2.63,3.2,2.75,A
2/4/2011,Arsenal,Blackburn,good,poor,3,10,15.21,10.84,9.0,5.74,1.25,6,11,D
2/4/2011,Birmingham,Bolton,poor,average,11,12,9.43,12.21,5.12,6.65,2.5,3.25,2.88,H
2/4/2011,Everton,Aston Villa,good,average,7,8,13.63,11.44,8.06,6.31,1.83,3.6,4.33,D
2/4/2011,Newcastle,Wolves,poor,good,16,13,11.2,9.76,6.27,5.44,1.95,3.4,4,H
2/4/2011,Stoke,Chelsea,average,good,9,2,9.81,17.46,4.88,9.6,5.5,3.6,1.67,D
2/4/2011,West Brom,Liverpool,good,good,18,6,14.1,13.18,7.63,7.35,3,3.3,2.38,H
2/4/2011,West Ham,Man United,good,average,15,1,12.07,15.22,6.46,8.57,4.5,3.6,1.8,A
2/4/2011,Wigan,Tottenham,average,average,16,5,12.54,15.33,6.81,8.84,3,3.25,2.4,D
3/4/2011,Fulham,Blackpool,average,poor,11,17,10.75,11.4,5.94,5.97,1.53,4.2,6,H
3/4/2011,Man City,Sunderland,average,poor,4,10,12.12,10.9,6.84,5.74,1.5,4,7,H
9/4/2011,Blackburn,Birmingham,average,average,10,10,10.78,9.43,5.68,5.13,2,3.3,4,D
9/4/2011,Bolton,West Ham,average,average,12,14,12.3,11.99,6.72,6.39,2.2,3.25,3.4,H
9/4/2011,Chelsea,Wigan,good,average,2,13,17.5,12.57,9.6,6.78,1.2,6,17,H
9/4/2011,Man United,Fulham,good,good,1,10,15.26,10.78,8.58,6.01,1.44,4.33,7.5,H
9/4/2011,Sunderland,West Brom,poor,good,11,15,10.86,14.19,5.71,7.84,2.2,3.2,3.5,A
9/4/2011,Tottenham,Stoke,average,average,5,9,15.25,9.86,8.79,4.9,1.73,3.6,5,H
9/4/2011,Wolves,Everton,average,good,11,6,9.81,13.64,5.49,8.04,2.6,3.25,2.8,A
10/4/2011,Aston Villa,Newcastle,poor,average,7,13,11.38,11.39,6.29,6.48,1.83,3.6,4.33,H
10/4/2011,Blackpool,Arsenal,poor,average,14,3,11.35,15.26,5.97,9.03,8.5,5,1.36,A
11/4/2011,Liverpool,Man City,good,good,5,4,13.17,12.14,7.38,6.91,2.6,3.2,2.8,H
16/04/11,Birmingham,Sunderland,average,poor,8,10,9.38,10.8,5.13,5.69,2.25,3.2,3.4,H
16/04/11,Blackpool,Wigan,poor,average,15,13,11.38,12.54,5.97,6.79,2.3,3.5,3,A
16/04/11,Everton,Blackburn,good,average,6,9,13.57,10.84,8.01,5.67,1.67,3.75,5.5,H
16/04/11,West Brom,Chelsea,good,good,14,2,14.13,17.55,7.84,9.65,5.5,3.6,1.7,A
16/04/11,West Ham,Aston Villa,poor,average,13,7,12.01,11.4,6.41,6.3,2.25,3.3,3.25,A
17/04/11,Arsenal,Liverpool,good,good,3,5,15.28,13.2,9.0,7.37,1.73,3.6,5,D
19/04/11,Newcastle,Man United,average,good,14,1,11.22,15.27,6.41,8.63,5.5,3.6,1.67,D
20/04/11,Chelsea,Birmingham,good,good,2,8,17.57,9.39,9.67,5.11,1.2,6.5,15,H
20/04/11,Tottenham,Arsenal,good,good,4,3,15.16,15.23,8.78,8.96,2.88,3.4,2.4,D
23/04/11,Aston Villa,Stoke,good,average,8,10,11.54,9.86,6.37,4.9,1.8,3.6,4.5,D
23/04/11,Blackpool,Newcastle,poor,average,18,16,11.45,11.24,6.06,6.36,2.88,3.5,2.38,D
23/04/11,Chelsea,West Ham,good,poor,2,15,17.56,12.01,9.63,6.42,1.2,6.5,15,H
23/04/11,Liverpool,Birmingham,average,average,6,9,13.14,9.34,7.34,5.08,1.44,4.33,7.5,H
23/04/11,Man United,Everton,good,good,1,7,15.31,13.62,8.62,8.0,1.44,4.33,7.5,H
23/04/11,Sunderland,Wigan,poor,average,13,14,10.86,12.49,5.7,6.76,2.1,3.25,3.75,H
23/04/11,Tottenham,West Brom,good,good,4,17,15.17,14.06,8.79,7.79,1.57,4,6,D
23/04/11,Wolves,Fulham,average,average,14,12,9.83,10.8,5.51,6.0,2.5,3.25,2.88,D
24/04/11,Bolton,Arsenal,average,good,12,3,12.46,15.2,6.8,8.96,4.5,3.8,1.75,H
25/04/11,Blackburn,Man City,average,average,11,5,10.75,12.16,5.62,6.87,3.6,3.3,2.1,A
26/04/11,Stoke,Wolves,average,poor,10,12,9.77,9.86,4.87,5.48,1.8,3.4,5,H
27/04/11,Fulham,Bolton,average,good,11,11,10.86,12.44,5.99,6.85,1.8,3.5,4.75,H
30/04/11,Blackburn,Bolton,poor,good,11,11,10.76,12.46,5.63,6.83,1.91,3.5,4,H
30/04/11,Blackpool,Stoke,poor,average,17,9,11.65,9.88,6.09,4.92,2.63,3.4,2.63,D
30/04/11,Chelsea,Tottenham,good,good,2,5,17.54,15.23,9.65,8.79,1.44,4.33,7.5,H
30/04/11,Sunderland,Fulham,average,average,11,10,10.86,10.96,5.72,6.0,2.6,3.2,2.8,A
30/04/11,West Brom,Aston Villa,average,good,17,8,13.94,11.47,7.68,6.31,2.38,3.3,3,H
30/04/11,Wigan,Everton,average,good,14,7,12.47,13.5,6.76,7.93,2.8,3.25,2.6,D
1/5/2011,Arsenal,Man United,average,good,3,1,15.22,15.39,8.93,8.67,2.5,3.25,2.88,H
1/5/2011,Birmingham,Wolves,average,poor,11,13,9.35,9.79,5.1,5.42,2.1,3.3,3.6,D
1/5/2011,Liverpool,Newcastle,good,average,6,18,13.19,11.18,7.42,6.35,1.44,4.33,7.5,H
1/5/2011,Man City,West Ham,good,poor,4,16,12.13,12.01,6.85,6.43,1.4,4.5,9,H
7/5/2011,Aston Villa,Wigan,average,average,8,15,11.47,12.48,6.3,6.79,1.8,3.6,4.5,D
7/5/2011,Bolton,Sunderland,average,average,13,13,12.44,10.86,6.78,5.74,1.83,3.5,4.5,A
7/5/2011,Everton,Man City,average,good,7,4,13.36,12.22,7.86,6.92,2.7,3.2,2.7,H
7/5/2011,Newcastle,Birmingham,average,poor,17,11,11.06,9.33,6.26,5.04,1.91,3.4,4.2,H
7/5/2011,Tottenham,Blackpool,average,average,5,18,15.18,11.63,8.76,6.09,1.3,5.5,10,D
7/5/2011,West Ham,Blackburn,poor,average,15,12,11.95,10.85,6.4,5.66,1.95,3.6,3.8,D
8/5/2011,Man United,Chelsea,average,good,1,2,15.33,17.52,8.64,9.66,2.38,3.25,3.1,H
8/5/2011,Stoke,Arsenal,good,average,10,3,9.86,15.14,4.93,8.84,5.5,3.75,1.67,H
8/5/2011,Wolves,West Brom,average,average,14,17,9.75,13.77,5.37,7.57,2.1,3.4,3.5,H
9/5/2011,Fulham,Liverpool,good,good,10,6,10.93,13.14,6.0,7.38,2.88,3.25,2.5,A
10/5/2011,Man City,Tottenham,good,average,4,5,12.22,15.25,6.92,8.79,1.91,3.4,4.2,H
14/05/11,Blackburn,Man United,average,good,11,1,10.81,15.3,5.64,8.64,5,3.6,1.73,D
14/05/11,Blackpool,Bolton,average,poor,20,14,11.67,12.5,6.11,6.81,2.2,3.4,3.25,H
14/05/11,Sunderland,Wolves,good,average,13,15,10.85,9.81,5.74,5.43,2.5,3.25,2.88,A
14/05/11,West Brom,Everton,average,average,19,7,13.78,13.31,7.53,7.84,2.63,3.25,2.75,H
15/05/11,Arsenal,Aston Villa,average,average,3,8,15.12,11.45,8.78,6.31,1.36,5,8.5,A
15/05/11,Birmingham,Fulham,poor,good,12,10,9.27,10.92,5.0,6.01,2.2,3.25,3.4,A
15/05/11,Chelsea,Newcastle,good,average,2,19,17.54,11.28,9.68,6.47,1.25,6,11,D
15/05/11,Liverpool,Tottenham,good,poor,6,5,13.18,15.23,7.43,8.77,1.73,3.8,4.75,A
15/05/11,Wigan,West Ham,average,poor,16,17,12.41,12.11,6.76,6.51,2.1,3.4,3.5,H
17/05/11,Man City,Stoke,good,good,4,10,12.15,9.89,6.88,4.96,1.36,4.75,9,H
22/05/11,Aston Villa,Liverpool,average,good,8,6,11.4,13.13,6.29,7.36,3.2,3.4,2.25,H
22/05/11,Bolton,Man City,poor,good,13,4,12.56,12.2,6.84,6.91,5,3.75,1.7,A
22/05/11,Everton,Chelsea,average,average,7,2,13.44,17.51,7.87,9.64,3.1,3.25,2.38,H
22/05/11,Fulham,Arsenal,good,average,9,3,11.01,15.24,6.05,8.87,3.75,3.6,1.95,D
22/05/11,Man United,Blackpool,average,good,1,20,15.21,11.68,8.57,6.16,1.6,4,5.5,H
22/05/11,Newcastle,West Brom,average,good,19,18,11.32,13.78,6.54,7.57,2,3.5,3.75,D
22/05/11,Stoke,Wigan,average,good,10,16,9.81,12.49,4.92,6.8,2.75,3.6,2.4,A
22/05/11,Tottenham,Birmingham,average,poor,5,12,15.13,9.24,8.71,4.96,1.53,4,6.5,H
22/05/11,West Ham,Sunderland,poor,average,16,13,12.12,10.89,6.56,5.79,2,3.5,3.75,A
22/05/11,Wolves,Blackburn,good,good,15,12,9.81,10.75,5.44,5.59,2.2,3,3.75,A
13/08/11,Blackburn,Wolves,good,good,10,14,10.78,9.84,5.64,5.43,2.2,3.2,3.5,A
13/08/11,Fulham,Aston Villa,average,good,9,8,11.0,11.38,6.05,6.32,2.2,3.2,3.5,D
13/08/11,Liverpool,Sunderland,average,good,6,11,13.08,10.97,7.32,5.87,1.57,3.6,7,D
13/08/11,Newcastle,Arsenal,good,poor,18,3,11.42,15.2,6.63,8.83,3.75,3.25,2.1,D
13/08/11,QPR,Bolton,average,poor,21,13,0.0,12.61,0.0,6.86,2.4,3.25,3,A
13/08/11,Wigan,Norwich,good,average,15,21,12.47,0.0,6.83,0.0,2.2,3.2,3.5,D
